id_encuestado,RangoEdad,SegmentoEdad,Genero,Ocupacion
1928,18 - 24 años,Joven Adulto,Femenino,Empleado público
1929,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
1930,35 - 44 años,Adulto,Femenino,Empleado privado
1932,55 años o más,Senior,Masculino,Estudiante
1933,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1934,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1935,Menos de 18 años,Juvenil,Femenino,Otro
1936,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1937,18 - 24 años,Joven Adulto,Femenino,Estudiante
1938,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1939,55 años o más,Senior,Femenino,Empleado privado
1940,55 años o más,Senior,Masculino,Estudiante
1941,35 - 44 años,Adulto,Prefiero no indicarlo,Estudiante
1942,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1943,35 - 44 años,Adulto,Masculino,Estudiante
1944,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1945,25 - 34 años,Adulto Joven,Femenino,Empresario
1946,55 años o más,Senior,Masculino,Profesional independiente
1947,45 - 54 años,Adulto Mayor,Femenino,Empleado público
1948,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1949,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1950,25 - 34 años,Adulto Joven,Masculino,Empresario
1951,18 - 24 años,Joven Adulto,Masculino,Empleado público
1952,35 - 44 años,Adulto,Femenino,Empleado privado
1953,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1954,25 - 34 años,Adulto Joven,Femenino,Comerciante
1955,45 - 54 años,Adulto Mayor,Masculino,Empleado público
1956,35 - 44 años,Adulto,Masculino,Empleado privado
1957,35 - 44 años,Adulto,Masculino,Empleado privado
1958,Menos de 18 años,Juvenil,Femenino,Profesional independiente
1959,18 - 24 años,Joven Adulto,Masculino,Otro
1962,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1963,18 - 24 años,Joven Adulto,Femenino,Otro
1964,35 - 44 años,Adulto,Masculino,Ama de casa
1965,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Otro
1966,Menos de 18 años,Juvenil,Masculino,Empleado público
1967,35 - 44 años,Adulto,Femenino,Empleado privado
1968,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1969,55 años o más,Senior,Masculino,Otro
1970,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1971,18 - 24 años,Joven Adulto,Masculino,Estudiante
1972,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1973,25 - 34 años,Adulto Joven,Masculino,Estudiante
1974,25 - 34 años,Adulto Joven,Femenino,Comerciante
1975,35 - 44 años,Adulto,Masculino,Ama de casa
1976,18 - 24 años,Joven Adulto,Femenino,Empresario
1977,55 años o más,Senior,Femenino,Jubilado
1978,Menos de 18 años,Juvenil,Masculino,Comerciante
1979,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1980,18 - 24 años,Joven Adulto,Masculino,Otro
1981,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1982,18 - 24 años,Joven Adulto,Femenino,Jubilado
1983,18 - 24 años,Joven Adulto,Masculino,Estudiante
1984,25 - 34 años,Adulto Joven,Femenino,Estudiante
1985,55 años o más,Senior,Masculino,Comerciante
1986,35 - 44 años,Adulto,Masculino,Empresario
1987,25 - 34 años,Adulto Joven,Masculino,Comerciante
1988,35 - 44 años,Adulto,Femenino,Comerciante
1989,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1990,18 - 24 años,Joven Adulto,Femenino,Estudiante
1991,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
1992,25 - 34 años,Adulto Joven,Masculino,Ama de casa
1993,18 - 24 años,Joven Adulto,Femenino,No especificado
1994,18 - 24 años,Joven Adulto,Masculino,Comerciante
1995,25 - 34 años,Adulto Joven,Masculino,Comerciante
1996,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Empleado privado
1997,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1998,35 - 44 años,Adulto,Masculino,Empleado privado
1999,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2000,25 - 34 años,Adulto Joven,Masculino,Estudiante
2001,55 años o más,Senior,Masculino,Jubilado
2002,45 - 54 años,Adulto Mayor,Femenino,Empleado público
2003,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2004,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2005,18 - 24 años,Joven Adulto,Masculino,Comerciante
2006,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2007,25 - 34 años,Adulto Joven,Femenino,Comerciante
2008,35 - 44 años,Adulto,Femenino,Comerciante
2009,25 - 34 años,Adulto Joven,Femenino,Estudiante
2010,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2011,35 - 44 años,Adulto,Femenino,Estudiante
2012,25 - 34 años,Adulto Joven,Masculino,Ama de casa
2013,35 - 44 años,Adulto,Masculino,Empleado privado
2014,18 - 24 años,Joven Adulto,Femenino,Estudiante
2015,35 - 44 años,Adulto,Femenino,Estudiante
2016,25 - 34 años,Adulto Joven,Femenino,Empleado público
2017,55 años o más,Senior,Femenino,Profesional independiente
2018,18 - 24 años,Joven Adulto,Masculino,Ama de casa
2019,25 - 34 años,Adulto Joven,Femenino,Estudiante
2020,35 - 44 años,Adulto,Femenino,Empleado privado
2021,25 - 34 años,Adulto Joven,Masculino,Jubilado
2022,18 - 24 años,Joven Adulto,Masculino,Comerciante
2023,18 - 24 años,Joven Adulto,Masculino,Ama de casa
2024,35 - 44 años,Adulto,Femenino,Estudiante
2025,25 - 34 años,Adulto Joven,Masculino,Estudiante
2026,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2027,55 años o más,Senior,Masculino,Empleado privado
2028,35 - 44 años,Adulto,Masculino,Empleado privado
2029,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2030,Menos de 18 años,Juvenil,Masculino,Estudiante
2031,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2032,Menos de 18 años,Juvenil,Femenino,Empleado privado
2033,Menos de 18 años,Juvenil,Masculino,Empleado privado
2034,35 - 44 años,Adulto,Femenino,Ama de casa
2035,25 - 34 años,Adulto Joven,Femenino,Estudiante
2036,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2037,35 - 44 años,Adulto,Masculino,Estudiante
2038,18 - 24 años,Joven Adulto,Masculino,Otro
2039,35 - 44 años,Adulto,Femenino,Estudiante
2040,25 - 34 años,Adulto Joven,Masculino,Otro
2041,18 - 24 años,Joven Adulto,Masculino,Estudiante
2042,25 - 34 años,Adulto Joven,Masculino,Empresario
2043,35 - 44 años,Adulto,Femenino,Otro
2044,25 - 34 años,Adulto Joven,Femenino,No especificado
2045,Menos de 18 años,Juvenil,Masculino,Empresario
2046,25 - 34 años,Adulto Joven,Masculino,Empleado público
2047,25 - 34 años,Adulto Joven,Femenino,Estudiante
2048,35 - 44 años,Adulto,Femenino,Empleado privado
2049,18 - 24 años,Joven Adulto,Femenino,Comerciante
2050,25 - 34 años,Adulto Joven,Masculino,Empleado público
2051,Menos de 18 años,Juvenil,Femenino,Empleado privado
2052,25 - 34 años,Adulto Joven,Masculino,Comerciante
2053,35 - 44 años,Adulto,Masculino,Empleado privado
2054,Menos de 18 años,Juvenil,Masculino,Estudiante
2055,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
2056,Menos de 18 años,Juvenil,Femenino,Empleado privado
2057,Menos de 18 años,Juvenil,Femenino,Profesional independiente
2058,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2059,18 - 24 años,Joven Adulto,Femenino,Estudiante
2060,25 - 34 años,Adulto Joven,Femenino,No especificado
2061,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
2062,35 - 44 años,Adulto,Prefiero no indicarlo,Empleado privado
2063,25 - 34 años,Adulto Joven,Masculino,Estudiante
2064,35 - 44 años,Adulto,Femenino,Ama de casa
2065,18 - 24 años,Joven Adulto,Masculino,Comerciante
2066,45 - 54 años,Adulto Mayor,Femenino,Comerciante
2067,55 años o más,Senior,Femenino,Profesional independiente
2068,18 - 24 años,Joven Adulto,Prefiero no indicarlo,Empleado privado
2069,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2070,35 - 44 años,Adulto,Masculino,Comerciante
2071,35 - 44 años,Adulto,Femenino,Estudiante
2072,55 años o más,Senior,Masculino,Estudiante
2073,35 - 44 años,Adulto,Femenino,Profesional independiente
2074,18 - 24 años,Joven Adulto,Femenino,Otro
2075,18 - 24 años,Joven Adulto,Masculino,Ama de casa
2076,55 años o más,Senior,Femenino,Empleado privado
2077,35 - 44 años,Adulto,Femenino,Profesional independiente
2078,35 - 44 años,Adulto,Masculino,Estudiante
2079,25 - 34 años,Adulto Joven,Masculino,Estudiante
2080,35 - 44 años,Adulto,Masculino,Estudiante
2081,Menos de 18 años,Juvenil,Masculino,Ama de casa
2082,35 - 44 años,Adulto,Prefiero no indicarlo,Ama de casa
2083,45 - 54 años,Adulto Mayor,Femenino,Estudiante
2084,25 - 34 años,Adulto Joven,Masculino,Jubilado
2085,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2086,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2087,18 - 24 años,Joven Adulto,Femenino,Comerciante
2088,35 - 44 años,Adulto,Masculino,Empresario
2090,25 - 34 años,Adulto Joven,Femenino,Comerciante
2091,55 años o más,Senior,Femenino,Estudiante
2092,35 - 44 años,Adulto,Femenino,Estudiante
2093,18 - 24 años,Joven Adulto,Femenino,Comerciante
2094,35 - 44 años,Adulto,Masculino,Empleado público
2095,45 - 54 años,Adulto Mayor,Femenino,Comerciante
2096,55 años o más,Senior,Masculino,Estudiante
2097,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2098,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2099,25 - 34 años,Adulto Joven,Masculino,No especificado
2100,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
2101,25 - 34 años,Adulto Joven,Masculino,Estudiante
2102,35 - 44 años,Adulto,Masculino,Empleado privado
2103,35 - 44 años,Adulto,Femenino,Comerciante
2104,35 - 44 años,Adulto,Masculino,Jubilado
2105,Menos de 18 años,Juvenil,Femenino,Empleado privado
2106,25 - 34 años,Adulto Joven,Femenino,Estudiante
2107,18 - 24 años,Joven Adulto,Masculino,Empleado público
2108,25 - 34 años,Adulto Joven,Masculino,Empresario
2109,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2110,25 - 34 años,Adulto Joven,Femenino,Otro
2111,25 - 34 años,Adulto Joven,Masculino,Estudiante
2112,45 - 54 años,Adulto Mayor,Femenino,Estudiante
2113,25 - 34 años,Adulto Joven,Masculino,Empleado público
2114,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2115,35 - 44 años,Adulto,Femenino,Estudiante
2116,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2117,55 años o más,Senior,Femenino,Estudiante
2118,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2119,25 - 34 años,Adulto Joven,Masculino,Estudiante
2120,35 - 44 años,Adulto,Femenino,Comerciante
2121,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
2122,35 - 44 años,Adulto,Femenino,Empresario
2123,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2125,Menos de 18 años,Juvenil,Femenino,Estudiante
2126,Menos de 18 años,Juvenil,Femenino,Empleado privado
2127,25 - 34 años,Adulto Joven,Femenino,Empresario
2128,18 - 24 años,Joven Adulto,Femenino,Comerciante
2129,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2130,18 - 24 años,Joven Adulto,Prefiero no indicarlo,Profesional independiente
2131,55 años o más,Senior,Masculino,Profesional independiente
2132,25 - 34 años,Adulto Joven,Masculino,Comerciante
2133,25 - 34 años,Adulto Joven,Femenino,Estudiante
2134,35 - 44 años,Adulto,Femenino,Estudiante
2135,25 - 34 años,Adulto Joven,Femenino,Estudiante
2136,45 - 54 años,Adulto Mayor,Masculino,Estudiante
2137,25 - 34 años,Adulto Joven,Masculino,Ama de casa
2138,35 - 44 años,Adulto,Femenino,Empresario
2139,25 - 34 años,Adulto Joven,Masculino,No especificado
2140,18 - 24 años,Joven Adulto,Masculino,Comerciante
2141,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2142,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2143,25 - 34 años,Adulto Joven,Femenino,Empresario
2144,55 años o más,Senior,Femenino,Ama de casa
2145,18 - 24 años,Joven Adulto,Masculino,Otro
2146,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2147,25 - 34 años,Adulto Joven,Masculino,Comerciante
2148,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2149,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2150,25 - 34 años,Adulto Joven,Femenino,Empleado público
2151,35 - 44 años,Adulto,Masculino,Comerciante
2152,18 - 24 años,Joven Adulto,Masculino,Comerciante
2153,35 - 44 años,Adulto,Prefiero no indicarlo,Jubilado
2154,25 - 34 años,Adulto Joven,Masculino,Comerciante
2155,35 - 44 años,Adulto,Femenino,Comerciante
2156,45 - 54 años,Adulto Mayor,Femenino,Empresario
2157,Menos de 18 años,Juvenil,Masculino,Estudiante
2158,55 años o más,Senior,Masculino,Empleado público
2159,18 - 24 años,Joven Adulto,Masculino,Jubilado
2160,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
2161,18 - 24 años,Joven Adulto,Masculino,Ama de casa
2162,25 - 34 años,Adulto Joven,Masculino,Estudiante
2163,45 - 54 años,Adulto Mayor,Masculino,Estudiante
2164,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2165,35 - 44 años,Adulto,Femenino,Estudiante
2166,55 años o más,Senior,Femenino,Empleado privado
2167,25 - 34 años,Adulto Joven,Masculino,Ama de casa
2168,18 - 24 años,Joven Adulto,Masculino,Estudiante
2169,35 - 44 años,Adulto,Femenino,Profesional independiente
2170,35 - 44 años,Adulto,Femenino,Empleado público
2171,25 - 34 años,Adulto Joven,Femenino,Comerciante
2172,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
2173,35 - 44 años,Adulto,Femenino,Profesional independiente
2174,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
2175,25 - 34 años,Adulto Joven,Femenino,Estudiante
2176,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2177,18 - 24 años,Joven Adulto,Masculino,Comerciante
2178,45 - 54 años,Adulto Mayor,Masculino,Otro
2179,25 - 34 años,Adulto Joven,Femenino,Estudiante
2180,Menos de 18 años,Juvenil,Masculino,Profesional independiente
2181,55 años o más,Senior,Masculino,Estudiante
2182,18 - 24 años,Joven Adulto,Masculino,Estudiante
2183,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
2184,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
2185,18 - 24 años,Joven Adulto,Femenino,Ama de casa
2186,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
2187,18 - 24 años,Joven Adulto,Masculino,Empleado público
2188,35 - 44 años,Adulto,Masculino,Empleado privado
2189,55 años o más,Senior,Masculino,Estudiante
2190,25 - 34 años,Adulto Joven,Femenino,Ama de casa
2191,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Empleado privado
2192,25 - 34 años,Adulto Joven,Masculino,Estudiante
2193,Menos de 18 años,Juvenil,Masculino,Jubilado
2194,25 - 34 años,Adulto Joven,Masculino,Empresario
2195,35 - 44 años,Adulto,Masculino,Comerciante
2196,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
2197,18 - 24 años,Joven Adulto,Masculino,Ama de casa
2198,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2200,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2201,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2202,18 - 24 años,Joven Adulto,Masculino,Empresario
2203,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2204,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2205,55 años o más,Senior,Femenino,Comerciante
2206,18 - 24 años,Joven Adulto,Femenino,No especificado
2207,35 - 44 años,Adulto,Femenino,Empleado privado
2208,Menos de 18 años,Juvenil,Femenino,Estudiante
2209,18 - 24 años,Joven Adulto,Femenino,Estudiante
2210,18 - 24 años,Joven Adulto,Masculino,Estudiante
2211,35 - 44 años,Adulto,Femenino,Empleado público
2212,25 - 34 años,Adulto Joven,Femenino,Jubilado
2213,18 - 24 años,Joven Adulto,Femenino,Jubilado
2214,Menos de 18 años,Juvenil,Prefiero no indicarlo,Empleado privado
2215,25 - 34 años,Adulto Joven,Masculino,Empresario
2216,25 - 34 años,Adulto Joven,Femenino,No especificado
2217,25 - 34 años,Adulto Joven,Femenino,Otro
2218,55 años o más,Senior,Masculino,Empleado privado
2219,18 - 24 años,Joven Adulto,Prefiero no indicarlo,Empleado privado
2220,35 - 44 años,Adulto,Masculino,Estudiante
2221,18 - 24 años,Joven Adulto,Femenino,Comerciante
2222,45 - 54 años,Adulto Mayor,Femenino,Estudiante
2223,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2224,25 - 34 años,Adulto Joven,Femenino,Comerciante
2225,18 - 24 años,Joven Adulto,Masculino,Otro
2226,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2227,Menos de 18 años,Juvenil,Masculino,Empleado privado
2228,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
2229,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2230,Menos de 18 años,Juvenil,Femenino,Estudiante
2231,35 - 44 años,Adulto,Femenino,Comerciante
2232,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
2233,55 años o más,Senior,Femenino,Estudiante
2234,18 - 24 años,Joven Adulto,Femenino,Otro
2235,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2236,45 - 54 años,Adulto Mayor,Masculino,Ama de casa
2237,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
2238,35 - 44 años,Adulto,Masculino,Estudiante
2239,18 - 24 años,Joven Adulto,Masculino,Estudiante
2240,45 - 54 años,Adulto Mayor,Masculino,Empleado público
2241,35 - 44 años,Adulto,Femenino,Empresario
2242,45 - 54 años,Adulto Mayor,Masculino,Otro
2243,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2244,18 - 24 años,Joven Adulto,Masculino,Comerciante
2245,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2246,18 - 24 años,Joven Adulto,Femenino,Estudiante
2247,Menos de 18 años,Juvenil,Masculino,No especificado
2248,Menos de 18 años,Juvenil,Femenino,Ama de casa
2249,18 - 24 años,Joven Adulto,Masculino,Comerciante
2250,45 - 54 años,Adulto Mayor,Masculino,Estudiante
2251,25 - 34 años,Adulto Joven,Masculino,Estudiante
2252,55 años o más,Senior,Masculino,Empleado privado
2253,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Otro
2254,25 - 34 años,Adulto Joven,Masculino,Empresario
2255,25 - 34 años,Adulto Joven,Masculino,Comerciante
2256,25 - 34 años,Adulto Joven,Femenino,Empresario
2257,55 años o más,Senior,Prefiero no indicarlo,Estudiante
2258,35 - 44 años,Adulto,Masculino,Comerciante
2259,25 - 34 años,Adulto Joven,Femenino,Otro
2260,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2261,18 - 24 años,Joven Adulto,Femenino,Estudiante
2262,25 - 34 años,Adulto Joven,Masculino,Comerciante
2263,25 - 34 años,Adulto Joven,Femenino,Estudiante
2264,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2265,Menos de 18 años,Juvenil,Femenino,Comerciante
2266,35 - 44 años,Adulto,Femenino,Empresario
2267,45 - 54 años,Adulto Mayor,Femenino,Otro
2268,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2269,18 - 24 años,Joven Adulto,Femenino,Empleado público
2270,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
2271,Menos de 18 años,Juvenil,Femenino,Profesional independiente
2272,35 - 44 años,Adulto,Femenino,Empleado privado
2273,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2274,35 - 44 años,Adulto,Femenino,Estudiante
2275,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
2276,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2277,55 años o más,Senior,Prefiero no indicarlo,Empleado público
2278,25 - 34 años,Adulto Joven,Masculino,Ama de casa
2279,55 años o más,Senior,Masculino,Profesional independiente
2280,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2281,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Empleado privado
2282,45 - 54 años,Adulto Mayor,Femenino,Empleado público
2283,35 - 44 años,Adulto,Femenino,Estudiante
2284,Menos de 18 años,Juvenil,Femenino,Comerciante
2285,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2286,25 - 34 años,Adulto Joven,Masculino,Empleado público
2287,55 años o más,Senior,Femenino,Ama de casa
2288,45 - 54 años,Adulto Mayor,Femenino,Comerciante
2289,45 - 54 años,Adulto Mayor,Masculino,Estudiante
2290,18 - 24 años,Joven Adulto,Masculino,Comerciante
2291,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
2292,Menos de 18 años,Juvenil,Femenino,Comerciante
2293,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2294,55 años o más,Senior,Masculino,Empleado privado
2295,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2296,25 - 34 años,Adulto Joven,Masculino,Empresario
2297,25 - 34 años,Adulto Joven,Masculino,Empresario
2298,Menos de 18 años,Juvenil,Femenino,No especificado
2299,25 - 34 años,Adulto Joven,Femenino,Estudiante
2300,Menos de 18 años,Juvenil,Masculino,Empleado privado
2301,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
2302,35 - 44 años,Adulto,Masculino,Empleado privado
2303,35 - 44 años,Adulto,Femenino,Empleado privado
2304,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
2305,45 - 54 años,Adulto Mayor,Masculino,Comerciante
2306,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Ama de casa
2307,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2308,Menos de 18 años,Juvenil,Femenino,Empleado privado
2309,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
2310,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
2311,35 - 44 años,Adulto,Masculino,Comerciante
2312,45 - 54 años,Adulto Mayor,Masculino,Empresario
2313,45 - 54 años,Adulto Mayor,Femenino,Comerciante
2314,35 - 44 años,Adulto,Femenino,Comerciante
2315,18 - 24 años,Joven Adulto,Prefiero no indicarlo,Empresario
2316,25 - 34 años,Adulto Joven,Femenino,Estudiante
2317,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2318,45 - 54 años,Adulto Mayor,Femenino,Empresario
2319,35 - 44 años,Adulto,Femenino,Empleado privado
2320,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2321,25 - 34 años,Adulto Joven,Femenino,Comerciante
2322,35 - 44 años,Adulto,Masculino,Comerciante
2323,55 años o más,Senior,Masculino,Comerciante
2324,Menos de 18 años,Juvenil,Femenino,Empleado público
2325,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2326,25 - 34 años,Adulto Joven,Masculino,Estudiante
2327,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2328,35 - 44 años,Adulto,Femenino,Comerciante
2329,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2331,18 - 24 años,Joven Adulto,Prefiero no indicarlo,Empleado privado
2332,55 años o más,Senior,Femenino,Empleado privado
2333,25 - 34 años,Adulto Joven,Femenino,Empleado público
2334,55 años o más,Senior,Masculino,Estudiante
2335,55 años o más,Senior,Femenino,Empleado privado
2336,45 - 54 años,Adulto Mayor,Masculino,Estudiante
2337,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2338,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
2339,45 - 54 años,Adulto Mayor,Femenino,Empleado público
2340,18 - 24 años,Joven Adulto,Femenino,Ama de casa
2341,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2342,Menos de 18 años,Juvenil,Masculino,Ama de casa
2343,25 - 34 años,Adulto Joven,Femenino,Estudiante
2344,55 años o más,Senior,Masculino,Profesional independiente
2345,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2346,35 - 44 años,Adulto,Prefiero no indicarlo,Comerciante
2347,Menos de 18 años,Juvenil,Masculino,Ama de casa
2348,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
2349,25 - 34 años,Adulto Joven,Masculino,Estudiante
2350,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2351,35 - 44 años,Adulto,Masculino,Profesional independiente
2352,45 - 54 años,Adulto Mayor,Masculino,Empleado público
2353,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2354,35 - 44 años,Adulto,Masculino,Comerciante
2355,35 - 44 años,Adulto,Femenino,Estudiante
2356,25 - 34 años,Adulto Joven,Femenino,Otro
2357,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2358,35 - 44 años,Adulto,Masculino,Empleado público
2359,35 - 44 años,Adulto,Masculino,Empleado privado
2360,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2361,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2362,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2363,18 - 24 años,Joven Adulto,Masculino,Estudiante
2364,18 - 24 años,Joven Adulto,Masculino,Estudiante
2365,18 - 24 años,Joven Adulto,Masculino,Empleado privado
2366,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2367,Menos de 18 años,Juvenil,Femenino,Empresario
2368,25 - 34 años,Adulto Joven,Masculino,Empleado privado
2369,35 - 44 años,Adulto,Masculino,Estudiante
2370,Menos de 18 años,Juvenil,Femenino,Empleado privado
2371,35 - 44 años,Adulto,Femenino,Comerciante
2372,35 - 44 años,Adulto,Femenino,Otro
2373,25 - 34 años,Adulto Joven,Femenino,Empleado privado
2374,35 - 44 años,Adulto,Femenino,Otro
2375,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
2376,35 - 44 años,Adulto,Femenino,Comerciante
2377,35 - 44 años,Adulto,Femenino,Empresario
2378,18 - 24 años,Joven Adulto,Masculino,Empresario
2379,35 - 44 años,Adulto,Masculino,Comerciante
2380,Menos de 18 años,Juvenil,Femenino,Empleado público
2381,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
2382,18 - 24 años,Joven Adulto,Masculino,Ama de casa
2383,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2384,55 años o más,Senior,Femenino,Estudiante
2385,Menos de 18 años,Juvenil,Masculino,Estudiante
2386,45 - 54 años,Adulto Mayor,Femenino,Estudiante
2387,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
2388,35 - 44 años,Adulto,Femenino,Comerciante
2389,35 - 44 años,Adulto,Femenino,Estudiante
2390,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2391,18 - 24 años,Joven Adulto,Femenino,Comerciante
2392,Menos de 18 años,Juvenil,Masculino,Estudiante
2393,35 - 44 años,Adulto,Masculino,Empleado público
2394,35 - 44 años,Adulto,Femenino,Empleado privado
2395,45 - 54 años,Adulto Mayor,Masculino,Comerciante
2396,35 - 44 años,Adulto,Masculino,Empleado privado
2397,25 - 34 años,Adulto Joven,Masculino,Empresario
2398,18 - 24 años,Joven Adulto,Femenino,Ama de casa
2399,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
2400,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
2401,25 - 34 años,Adulto Joven,Masculino,Comerciante
2402,18 - 24 años,Joven Adulto,Femenino,Empleado privado
2403,Menos de 18 años,Juvenil,Masculino,Estudiante
2404,18 - 24 años,Joven Adulto,Femenino,Empresario
2406,25 - 34 años,Adulto Joven,Masculino,Empresario
