id_campania,TipoPublicidadAtractiva,PromocionPreferida,CampaniaMasProbableCompra,CompraTarjetasColeccionables
1739,Humor,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
1740,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
1741,Premios y sorteos,Producto gratis,Edición Brasil,No
1742,Una selección nacional,2x1,Edición Brasil,No
1743,Una selección nacional,Tarjetas coleccionables,Edición Brasil,Sí
1744,Premios y sorteos,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
1745,Premios y sorteos,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1746,Humor,2x1,Edición España,No
1747,Historias de aficionados,2x1,Edición Argentina,No
1748,Una selección nacional,Descuento directo,Edición Argentina,No
1749,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1750,Historias de aficionados,Descuento directo,Edición con jugadores famosos,Sí
1751,Una selección nacional,Producto gratis,Edición con jugadores famosos,No
1752,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1753,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
1754,Un jugador famoso,Descuento directo,Edición con jugadores famosos,No
1755,Un jugador famoso,Descuento directo,Edición con tarjetas coleccionables,Sí
1756,Un jugador famoso,Tarjetas coleccionables,Edición Francia,Sí
1757,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
1758,Humor,2x1,Edición Argentina,Sí
1759,Historias de aficionados,Sorteo de camisetas,Edición con jugadores famosos,Sí
1760,Premios y sorteos,Sorteo de balones,Edición Mundial FIFA 2026,Sí
1761,Un jugador famoso,2x1,Edición con jugadores famosos,Sí
1762,Historias de aficionados,Sorteo de camisetas,Edición Argentina,No
1763,Una selección nacional,Sorteo de viajes,Edición con jugadores famosos,Sí
1764,Humor,Descuento directo,Edición Mundial FIFA 2026,No
1765,Historias de aficionados,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1766,Premios y sorteos,Sorteo de camisetas,Edición Argentina,Sí
1767,Una selección nacional,2x1,Edición España,Sí
1768,Historias de aficionados,2x1,Edición Mundial FIFA 2026,Sí
1769,Historias de aficionados,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1770,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,No
1771,Premios y sorteos,Producto gratis,Edición Brasil,Sí
1772,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1774,Un jugador famoso,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1775,Una selección nacional,Tarjetas coleccionables,Edición Brasil,Sí
1776,Un jugador famoso,2x1,Edición Brasil,No
1777,Humor,Tarjetas coleccionables,Edición Brasil,No
1778,Una selección nacional,Descuento directo,Edición España,Sí
1779,Premios y sorteos,2x1,Edición Mundial FIFA 2026,Sí
1780,Un jugador famoso,2x1,Edición Argentina,Sí
1781,Premios y sorteos,2x1,Edición Mundial FIFA 2026,Sí
1782,Premios y sorteos,Sorteo de camisetas,Edición Inglaterra,No
1783,Premios y sorteos,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
1784,Humor,Sorteo de balones,Edición Mundial FIFA 2026,No
1785,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,No
1786,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,No
1787,Una selección nacional,Sorteo de balones,Edición con tarjetas coleccionables,Sí
1788,Un jugador famoso,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1789,Humor,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
1790,Premios y sorteos,Sorteo de camisetas,Edición Brasil,No
1791,Un jugador famoso,2x1,Edición con jugadores famosos,Sí
1792,Una selección nacional,2x1,Edición Mundial FIFA 2026,Sí
1793,Humor,Sorteo de camisetas,Edición con jugadores famosos,Sí
1794,Humor,Producto gratis,Edición Mundial FIFA 2026,No
1795,Premios y sorteos,Sorteo de viajes,Edición Inglaterra,No
1796,Un jugador famoso,Sorteo de camisetas,Edición con jugadores famosos,Sí
1797,Humor,Descuento directo,Edición Inglaterra,Sí
1798,Un jugador famoso,Producto gratis,Edición con jugadores famosos,Sí
1799,Historias de aficionados,Descuento directo,Edición con jugadores famosos,No
1800,Humor,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
1801,Humor,Sorteo de balones,Edición Mundial FIFA 2026,Sí
1802,Un jugador famoso,Descuento directo,Edición con tarjetas coleccionables,No
1803,Un jugador famoso,Producto gratis,Edición Mundial FIFA 2026,Sí
1804,Una selección nacional,Tarjetas coleccionables,Edición Brasil,Sí
1805,Humor,Descuento directo,Edición Mundial FIFA 2026,Sí
1806,Humor,Descuento directo,Edición Brasil,Sí
1807,Humor,Tarjetas coleccionables,Edición Argentina,Sí
1808,Humor,Descuento directo,Edición Francia,Sí
1809,Un jugador famoso,Descuento directo,Edición Francia,Sí
1810,Historias de aficionados,Tarjetas coleccionables,Edición Francia,No
1811,Un jugador famoso,2x1,Edición Mundial FIFA 2026,No
1812,Historias de aficionados,Descuento directo,Edición Inglaterra,No
1813,Humor,Producto gratis,Edición Mundial FIFA 2026,No
1814,Una selección nacional,Tarjetas coleccionables,Edición Brasil,Sí
1815,Un jugador famoso,Sorteo de viajes,Edición Francia,Sí
1816,Humor,2x1,Edición España,Sí
1817,Premios y sorteos,Producto gratis,Edición con tarjetas coleccionables,No
1818,Una selección nacional,2x1,Edición Brasil,No
1819,Premios y sorteos,Sorteo de balones,Edición con jugadores famosos,No
1820,Una selección nacional,2x1,Edición con jugadores famosos,No
1821,Historias de aficionados,Sorteo de viajes,Edición Inglaterra,Sí
1822,Historias de aficionados,Producto gratis,Edición Argentina,Sí
1823,Premios y sorteos,Sorteo de balones,Edición Mundial FIFA 2026,No
1824,Historias de aficionados,Descuento directo,Edición con jugadores famosos,No
1825,Premios y sorteos,Descuento directo,Edición Brasil,Sí
1826,Una selección nacional,2x1,Edición con jugadores famosos,No
1827,Historias de aficionados,Sorteo de camisetas,Edición con tarjetas coleccionables,No
1828,Un jugador famoso,Sorteo de balones,Edición Mundial FIFA 2026,Sí
1829,Humor,Sorteo de balones,Edición Argentina,Sí
1830,Un jugador famoso,2x1,Edición con jugadores famosos,Sí
1831,Una selección nacional,2x1,Edición con jugadores famosos,No
1832,Un jugador famoso,Sorteo de viajes,Edición con tarjetas coleccionables,Sí
1833,Historias de aficionados,Descuento directo,Edición Mundial FIFA 2026,Sí
1834,Una selección nacional,Descuento directo,Edición Argentina,No
1835,Una selección nacional,Sorteo de viajes,Edición con tarjetas coleccionables,No
1836,Una selección nacional,Tarjetas coleccionables,Edición España,No
1837,Un jugador famoso,Producto gratis,Edición Francia,No
1838,Premios y sorteos,Descuento directo,Edición Francia,Sí
1839,Una selección nacional,2x1,Edición con jugadores famosos,No
1840,Un jugador famoso,Sorteo de camisetas,Edición Francia,No
1841,Historias de aficionados,Sorteo de camisetas,Edición con tarjetas coleccionables,Sí
1842,Una selección nacional,Descuento directo,Edición Mundial FIFA 2026,Sí
1843,Premios y sorteos,Sorteo de viajes,Edición Argentina,No
1844,Premios y sorteos,Sorteo de camisetas,Edición Argentina,Sí
1845,Una selección nacional,Tarjetas coleccionables,Edición Argentina,Sí
1846,Humor,Sorteo de balones,Edición con jugadores famosos,Sí
1847,Historias de aficionados,2x1,Edición Argentina,Sí
1848,Una selección nacional,Descuento directo,Edición Francia,Sí
1849,Premios y sorteos,Descuento directo,Edición Francia,Sí
1850,Un jugador famoso,Descuento directo,Edición con tarjetas coleccionables,Sí
1851,Un jugador famoso,Sorteo de balones,Edición Francia,No
1852,Historias de aficionados,2x1,Edición con jugadores famosos,No
1853,Premios y sorteos,Sorteo de viajes,Edición España,Sí
1854,Un jugador famoso,2x1,Edición Brasil,Sí
1855,Premios y sorteos,Descuento directo,Edición Brasil,Sí
1856,Humor,Descuento directo,Edición Francia,Sí
1857,Humor,2x1,Edición Mundial FIFA 2026,No
1858,Una selección nacional,Tarjetas coleccionables,Edición con jugadores famosos,No
1859,Una selección nacional,2x1,Edición Argentina,No
1860,Una selección nacional,Sorteo de camisetas,Edición Argentina,Sí
1861,Una selección nacional,2x1,Edición Brasil,Sí
1862,Historias de aficionados,Tarjetas coleccionables,Edición España,No
1863,Premios y sorteos,Descuento directo,Edición Argentina,No
1865,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,No
1866,Un jugador famoso,2x1,Edición Argentina,No
1867,Un jugador famoso,Descuento directo,Edición Brasil,No
1868,Humor,Sorteo de camisetas,Edición Argentina,Sí
1869,Una selección nacional,Descuento directo,Edición Mundial FIFA 2026,Sí
1870,Historias de aficionados,Tarjetas coleccionables,Edición Francia,Sí
1871,Un jugador famoso,2x1,Edición con jugadores famosos,Sí
1872,Una selección nacional,2x1,Edición con jugadores famosos,Sí
1873,Humor,Producto gratis,Edición Argentina,Sí
1874,Un jugador famoso,Sorteo de camisetas,Edición España,No
1875,Premios y sorteos,2x1,Edición Argentina,Sí
1876,Humor,Sorteo de viajes,Edición Inglaterra,No
1877,Una selección nacional,Producto gratis,Edición España,No
1878,Historias de aficionados,Producto gratis,Edición con jugadores famosos,No
1879,Una selección nacional,2x1,Edición Francia,Sí
1880,Premios y sorteos,Tarjetas coleccionables,Edición Brasil,Sí
1881,Humor,Producto gratis,Edición Francia,Sí
1882,Un jugador famoso,Sorteo de camisetas,Edición Brasil,Sí
1883,Una selección nacional,Sorteo de camisetas,Edición Brasil,No
1884,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,No
1885,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,Sí
1886,Un jugador famoso,2x1,Edición Inglaterra,Sí
1887,Una selección nacional,Producto gratis,Edición Inglaterra,No
1888,Premios y sorteos,2x1,Edición con jugadores famosos,No
1889,Una selección nacional,Producto gratis,Edición Brasil,No
1890,Premios y sorteos,Tarjetas coleccionables,Edición Francia,No
1891,Un jugador famoso,Producto gratis,Edición Argentina,Sí
1892,Humor,Tarjetas coleccionables,Edición Brasil,No
1893,Una selección nacional,2x1,Edición Inglaterra,Sí
1894,Premios y sorteos,Producto gratis,Edición Mundial FIFA 2026,Sí
1895,Premios y sorteos,Producto gratis,Edición Brasil,Sí
1896,Historias de aficionados,Tarjetas coleccionables,Edición Francia,Sí
1897,Un jugador famoso,2x1,Edición Inglaterra,Sí
1898,Historias de aficionados,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
1899,Premios y sorteos,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1900,Historias de aficionados,Sorteo de camisetas,Edición Brasil,Sí
1901,Una selección nacional,Sorteo de viajes,Edición Argentina,Sí
1902,Una selección nacional,Sorteo de camisetas,Edición con jugadores famosos,Sí
1903,Historias de aficionados,Sorteo de camisetas,Edición Mundial FIFA 2026,No
1904,Premios y sorteos,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1905,Premios y sorteos,Descuento directo,Edición España,No
1906,Un jugador famoso,Descuento directo,Edición con tarjetas coleccionables,No
1907,Premios y sorteos,2x1,Edición con jugadores famosos,Sí
1908,Un jugador famoso,Producto gratis,Edición Brasil,Sí
1909,Premios y sorteos,Descuento directo,Edición con jugadores famosos,No
1910,Premios y sorteos,Descuento directo,Edición Argentina,No
1911,Un jugador famoso,2x1,Edición Mundial FIFA 2026,Sí
1912,Un jugador famoso,Sorteo de viajes,Edición Brasil,Sí
1913,Un jugador famoso,2x1,Edición Inglaterra,No
1914,Una selección nacional,Descuento directo,Edición Inglaterra,Sí
1915,Premios y sorteos,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1916,Una selección nacional,2x1,Edición España,Sí
1917,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,No
1918,Una selección nacional,Tarjetas coleccionables,Edición Inglaterra,Sí
1919,Premios y sorteos,Sorteo de camisetas,Edición España,No
1920,Un jugador famoso,Descuento directo,Edición Francia,Sí
1921,Premios y sorteos,Descuento directo,Edición Brasil,No
1922,Un jugador famoso,Sorteo de viajes,Edición Francia,Sí
1923,Un jugador famoso,2x1,Edición Brasil,Sí
1924,Premios y sorteos,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
1925,Historias de aficionados,2x1,Edición con jugadores famosos,Sí
1926,Historias de aficionados,2x1,Edición España,No
1927,Una selección nacional,2x1,Edición Brasil,Sí
1928,Premios y sorteos,Tarjetas coleccionables,Edición con tarjetas coleccionables,No
1929,Una selección nacional,Descuento directo,Edición Argentina,No
1930,Premios y sorteos,2x1,Edición Argentina,No
1932,Historias de aficionados,Sorteo de balones,Edición España,No
1933,Humor,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1934,Un jugador famoso,Sorteo de viajes,Edición con tarjetas coleccionables,Sí
1935,Humor,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1936,Humor,Descuento directo,Edición con jugadores famosos,Sí
1937,Una selección nacional,Tarjetas coleccionables,Edición con jugadores famosos,No
1938,Premios y sorteos,Producto gratis,Edición Mundial FIFA 2026,No
1939,Historias de aficionados,Tarjetas coleccionables,Edición Brasil,Sí
1940,Historias de aficionados,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1941,Una selección nacional,Descuento directo,Edición Mundial FIFA 2026,No
1942,Un jugador famoso,Tarjetas coleccionables,Edición España,Sí
1943,Una selección nacional,2x1,Edición España,No
1944,Premios y sorteos,Producto gratis,Edición con jugadores famosos,No
1945,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,No
1946,Una selección nacional,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
1947,Historias de aficionados,Producto gratis,Edición Inglaterra,No
1948,Una selección nacional,Producto gratis,Edición Inglaterra,Sí
1949,Historias de aficionados,2x1,Edición con jugadores famosos,No
1950,Un jugador famoso,2x1,Edición Mundial FIFA 2026,No
1951,Una selección nacional,Producto gratis,Edición España,Sí
1952,Una selección nacional,Tarjetas coleccionables,Edición Argentina,No
1953,Premios y sorteos,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
1954,Premios y sorteos,Descuento directo,Edición con tarjetas coleccionables,Sí
1955,Premios y sorteos,Descuento directo,Edición con tarjetas coleccionables,Sí
1956,Un jugador famoso,Descuento directo,Edición con tarjetas coleccionables,Sí
1957,Historias de aficionados,2x1,Edición Brasil,No
1958,Un jugador famoso,2x1,Edición con jugadores famosos,Sí
1959,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
1962,Premios y sorteos,Producto gratis,Edición Mundial FIFA 2026,Sí
1963,Una selección nacional,2x1,Edición con jugadores famosos,Sí
1964,Una selección nacional,Producto gratis,Edición Mundial FIFA 2026,Sí
1965,Premios y sorteos,Sorteo de balones,Edición con tarjetas coleccionables,Sí
1966,Humor,2x1,Edición con tarjetas coleccionables,No
1967,Historias de aficionados,2x1,Edición con tarjetas coleccionables,No
1968,Historias de aficionados,2x1,Edición Argentina,Sí
1969,Premios y sorteos,Producto gratis,Edición Mundial FIFA 2026,Sí
1970,Premios y sorteos,Sorteo de viajes,Edición con tarjetas coleccionables,No
1971,Humor,Sorteo de balones,Edición Francia,Sí
1972,Historias de aficionados,2x1,Edición Mundial FIFA 2026,Sí
1973,Una selección nacional,Sorteo de balones,Edición Brasil,Sí
1974,Un jugador famoso,Producto gratis,Edición con tarjetas coleccionables,No
1975,Un jugador famoso,2x1,Edición con tarjetas coleccionables,No
1976,Humor,Descuento directo,Edición Argentina,No
1977,Humor,Sorteo de camisetas,Edición Francia,Sí
1978,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,No
1979,Un jugador famoso,2x1,Edición Francia,Sí
1980,Premios y sorteos,Producto gratis,Edición con tarjetas coleccionables,No
1981,Historias de aficionados,Descuento directo,Edición Inglaterra,No
1982,Premios y sorteos,Sorteo de viajes,Edición Brasil,Sí
1983,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
1984,Una selección nacional,2x1,Edición Argentina,No
1985,Un jugador famoso,Descuento directo,Edición Brasil,No
1986,Un jugador famoso,Sorteo de viajes,Edición Francia,No
1987,Un jugador famoso,Producto gratis,Edición Brasil,Sí
1988,Historias de aficionados,Producto gratis,Edición España,No
1989,Un jugador famoso,Sorteo de balones,Edición Mundial FIFA 2026,Sí
1990,Un jugador famoso,2x1,Edición Argentina,Sí
1991,Premios y sorteos,Descuento directo,Edición con jugadores famosos,No
1992,Una selección nacional,Sorteo de balones,Edición Francia,Sí
1993,Una selección nacional,2x1,Edición Brasil,No
1994,Un jugador famoso,Descuento directo,Edición Inglaterra,Sí
1995,Un jugador famoso,Sorteo de viajes,Edición Brasil,Sí
1996,Historias de aficionados,Descuento directo,Edición Inglaterra,Sí
1997,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
1998,Un jugador famoso,Sorteo de balones,Edición Brasil,Sí
1999,Un jugador famoso,2x1,Edición Inglaterra,Sí
2000,Historias de aficionados,Sorteo de viajes,Edición Argentina,Sí
2001,Una selección nacional,Sorteo de camisetas,Edición Argentina,Sí
2002,Historias de aficionados,Sorteo de balones,Edición Mundial FIFA 2026,Sí
2003,Humor,2x1,Edición Argentina,No
2004,Humor,Sorteo de viajes,Edición Argentina,No
2005,Un jugador famoso,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
2006,Una selección nacional,2x1,Edición Brasil,No
2007,Una selección nacional,Sorteo de viajes,Edición Brasil,Sí
2008,Humor,Producto gratis,Edición Mundial FIFA 2026,Sí
2009,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,No
2010,Un jugador famoso,Sorteo de viajes,Edición España,Sí
2011,Una selección nacional,2x1,Edición España,Sí
2012,Un jugador famoso,Descuento directo,Edición Argentina,Sí
2013,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2014,Un jugador famoso,Sorteo de balones,Edición Francia,Sí
2015,Un jugador famoso,Producto gratis,Edición Brasil,No
2016,Un jugador famoso,2x1,Edición Brasil,Sí
2017,Humor,Producto gratis,Edición con tarjetas coleccionables,Sí
2018,Una selección nacional,2x1,Edición Mundial FIFA 2026,Sí
2019,Una selección nacional,Tarjetas coleccionables,Edición Argentina,Sí
2020,Premios y sorteos,2x1,Edición con jugadores famosos,No
2021,Premios y sorteos,Descuento directo,Edición Francia,No
2022,Una selección nacional,2x1,Edición Francia,Sí
2023,Premios y sorteos,Descuento directo,Edición Mundial FIFA 2026,No
2024,Una selección nacional,2x1,Edición Argentina,Sí
2025,Premios y sorteos,Tarjetas coleccionables,Edición Inglaterra,No
2026,Humor,Descuento directo,Edición Mundial FIFA 2026,No
2027,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2028,Premios y sorteos,2x1,Edición con jugadores famosos,Sí
2029,Premios y sorteos,Producto gratis,Edición Francia,Sí
2030,Historias de aficionados,2x1,Edición Francia,Sí
2031,Un jugador famoso,2x1,Edición Inglaterra,Sí
2032,Humor,Sorteo de camisetas,Edición con jugadores famosos,Sí
2033,Historias de aficionados,2x1,Edición con tarjetas coleccionables,No
2034,Premios y sorteos,2x1,Edición Mundial FIFA 2026,Sí
2035,Premios y sorteos,Sorteo de viajes,Edición España,Sí
2036,Un jugador famoso,Sorteo de viajes,Edición Argentina,No
2037,Historias de aficionados,Sorteo de balones,Edición Argentina,Sí
2038,Historias de aficionados,Sorteo de viajes,Edición España,Sí
2039,Humor,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
2040,Premios y sorteos,Tarjetas coleccionables,Edición con jugadores famosos,No
2041,Una selección nacional,Sorteo de viajes,Edición Francia,Sí
2042,Humor,Descuento directo,Edición Brasil,Sí
2043,Historias de aficionados,Descuento directo,Edición Mundial FIFA 2026,No
2044,Una selección nacional,Tarjetas coleccionables,Edición Argentina,Sí
2045,Premios y sorteos,Descuento directo,Edición con tarjetas coleccionables,Sí
2046,Una selección nacional,Tarjetas coleccionables,Edición con jugadores famosos,No
2047,Premios y sorteos,2x1,Edición con jugadores famosos,Sí
2048,Historias de aficionados,Sorteo de camisetas,Edición Inglaterra,Sí
2049,Una selección nacional,Sorteo de camisetas,Edición con tarjetas coleccionables,Sí
2050,Historias de aficionados,Tarjetas coleccionables,Edición con tarjetas coleccionables,Sí
2051,Premios y sorteos,Descuento directo,Edición España,Sí
2052,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2053,Un jugador famoso,Sorteo de camisetas,Edición España,Sí
2054,Premios y sorteos,Descuento directo,Edición Argentina,Sí
2055,Un jugador famoso,Producto gratis,Edición con jugadores famosos,Sí
2056,Historias de aficionados,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2057,Una selección nacional,Sorteo de camisetas,Edición con jugadores famosos,Sí
2058,Una selección nacional,Sorteo de camisetas,Edición con tarjetas coleccionables,Sí
2059,Un jugador famoso,Tarjetas coleccionables,Edición Brasil,Sí
2060,Premios y sorteos,Descuento directo,Edición Brasil,No
2061,Premios y sorteos,2x1,Edición Francia,No
2062,Una selección nacional,Sorteo de camisetas,Edición con tarjetas coleccionables,Sí
2063,Humor,2x1,Edición Brasil,No
2064,Una selección nacional,Sorteo de viajes,Edición Argentina,No
2065,Una selección nacional,Descuento directo,Edición con jugadores famosos,Sí
2066,Un jugador famoso,2x1,Edición con jugadores famosos,No
2067,Un jugador famoso,Producto gratis,Edición con jugadores famosos,Sí
2068,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
2069,Un jugador famoso,Descuento directo,Edición Argentina,No
2070,Una selección nacional,Tarjetas coleccionables,Edición con jugadores famosos,Sí
2071,Una selección nacional,2x1,Edición Argentina,Sí
2072,Una selección nacional,Tarjetas coleccionables,Edición Mundial FIFA 2026,No
2073,Una selección nacional,2x1,Edición con jugadores famosos,Sí
2074,Una selección nacional,Producto gratis,Edición con tarjetas coleccionables,No
2075,Un jugador famoso,Sorteo de viajes,Edición con tarjetas coleccionables,Sí
2076,Historias de aficionados,Descuento directo,Edición Brasil,No
2077,Un jugador famoso,Sorteo de camisetas,Edición Brasil,No
2078,Un jugador famoso,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2079,Premios y sorteos,Sorteo de camisetas,Edición con tarjetas coleccionables,Sí
2080,Un jugador famoso,2x1,Edición España,No
2081,Un jugador famoso,Sorteo de camisetas,Edición con jugadores famosos,No
2082,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
2083,Una selección nacional,Descuento directo,Edición Inglaterra,Sí
2084,Premios y sorteos,2x1,Edición Inglaterra,Sí
2085,Un jugador famoso,Sorteo de viajes,Edición con tarjetas coleccionables,No
2086,Premios y sorteos,Sorteo de balones,Edición Argentina,No
2087,Humor,Sorteo de camisetas,Edición Francia,Sí
2088,Historias de aficionados,Tarjetas coleccionables,Edición Brasil,Sí
2090,Una selección nacional,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2091,Un jugador famoso,Descuento directo,Edición Brasil,No
2092,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,No
2093,Una selección nacional,Descuento directo,Edición Mundial FIFA 2026,Sí
2094,Un jugador famoso,Sorteo de camisetas,Edición España,No
2095,Premios y sorteos,Producto gratis,Edición Argentina,Sí
2096,Una selección nacional,2x1,Edición con jugadores famosos,No
2097,Un jugador famoso,Producto gratis,Edición Argentina,Sí
2098,Historias de aficionados,Producto gratis,Edición con tarjetas coleccionables,No
2099,Un jugador famoso,Sorteo de balones,Edición España,Sí
2100,Historias de aficionados,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2101,Premios y sorteos,Producto gratis,Edición Inglaterra,No
2102,Un jugador famoso,Producto gratis,Edición Francia,Sí
2103,Un jugador famoso,Descuento directo,Edición Inglaterra,No
2104,Premios y sorteos,2x1,Edición Brasil,Sí
2105,Premios y sorteos,2x1,Edición Brasil,No
2106,Una selección nacional,2x1,Edición Mundial FIFA 2026,No
2107,Una selección nacional,Producto gratis,Edición Mundial FIFA 2026,No
2108,Un jugador famoso,Sorteo de viajes,Edición Brasil,Sí
2109,Humor,Descuento directo,Edición Argentina,Sí
2110,Premios y sorteos,2x1,Edición Argentina,No
2111,Humor,2x1,Edición Inglaterra,No
2112,Una selección nacional,2x1,Edición con jugadores famosos,No
2113,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,Sí
2114,Humor,Producto gratis,Edición Brasil,Sí
2115,Un jugador famoso,Producto gratis,Edición Francia,No
2116,Premios y sorteos,Descuento directo,Edición España,Sí
2117,Historias de aficionados,Descuento directo,Edición España,Sí
2118,Historias de aficionados,Tarjetas coleccionables,Edición Francia,Sí
2119,Humor,Descuento directo,Edición con jugadores famosos,Sí
2120,Una selección nacional,2x1,Edición Brasil,Sí
2121,Una selección nacional,Tarjetas coleccionables,Edición Francia,No
2122,Una selección nacional,Sorteo de viajes,Edición Mundial FIFA 2026,No
2123,Premios y sorteos,Sorteo de balones,Edición Francia,Sí
2125,Historias de aficionados,Descuento directo,Edición Mundial FIFA 2026,Sí
2126,Un jugador famoso,2x1,Edición con tarjetas coleccionables,Sí
2127,Un jugador famoso,Tarjetas coleccionables,Edición Argentina,No
2128,Una selección nacional,Descuento directo,Edición Inglaterra,No
2129,Humor,Tarjetas coleccionables,Edición Argentina,No
2130,Premios y sorteos,2x1,Edición España,Sí
2131,Premios y sorteos,Descuento directo,Edición Inglaterra,No
2132,Humor,Tarjetas coleccionables,Edición Inglaterra,No
2133,Humor,Tarjetas coleccionables,Edición Brasil,No
2134,Premios y sorteos,Producto gratis,Edición Brasil,Sí
2135,Historias de aficionados,2x1,Edición Brasil,Sí
2136,Un jugador famoso,Descuento directo,Edición Mundial FIFA 2026,No
2137,Humor,Sorteo de camisetas,Edición España,Sí
2138,Premios y sorteos,Tarjetas coleccionables,Edición Argentina,Sí
2139,Premios y sorteos,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
2140,Una selección nacional,Sorteo de camisetas,Edición con jugadores famosos,No
2141,Un jugador famoso,Tarjetas coleccionables,Edición con jugadores famosos,Sí
2142,Una selección nacional,Producto gratis,Edición Argentina,Sí
2143,Premios y sorteos,Sorteo de camisetas,Edición Argentina,Sí
2144,Un jugador famoso,Descuento directo,Edición con jugadores famosos,No
2145,Una selección nacional,2x1,Edición Mundial FIFA 2026,No
2146,Historias de aficionados,Producto gratis,Edición Inglaterra,No
2147,Un jugador famoso,Descuento directo,Edición Inglaterra,Sí
2148,Humor,Tarjetas coleccionables,Edición Argentina,Sí
2149,Un jugador famoso,Descuento directo,Edición con tarjetas coleccionables,No
2150,Historias de aficionados,Descuento directo,Edición con jugadores famosos,Sí
2151,Una selección nacional,Sorteo de viajes,Edición Mundial FIFA 2026,Sí
2152,Una selección nacional,Sorteo de camisetas,Edición Brasil,Sí
2153,Historias de aficionados,Sorteo de balones,Edición con jugadores famosos,No
2154,Una selección nacional,Sorteo de camisetas,Edición con tarjetas coleccionables,No
2155,Una selección nacional,Sorteo de viajes,Edición Brasil,Sí
2156,Historias de aficionados,Sorteo de camisetas,Edición Argentina,Sí
2157,Una selección nacional,Sorteo de camisetas,Edición Mundial FIFA 2026,Sí
2158,Una selección nacional,Producto gratis,Edición Argentina,Sí
2159,Premios y sorteos,Descuento directo,Edición Inglaterra,No
2160,Un jugador famoso,Sorteo de camisetas,Edición con jugadores famosos,Sí
2161,Una selección nacional,Sorteo de viajes,Edición con tarjetas coleccionables,Sí
2162,Humor,Producto gratis,Edición con jugadores famosos,Sí
2163,Una selección nacional,Sorteo de balones,Edición Inglaterra,No
2164,Una selección nacional,Descuento directo,Edición Mundial FIFA 2026,Sí
2165,Historias de aficionados,Descuento directo,Edición con jugadores famosos,Sí
2166,Una selección nacional,Tarjetas coleccionables,Edición Mundial FIFA 2026,Sí
2167,Premios y sorteos,Descuento directo,Edición con jugadores famosos,Sí
