id_encuesta,GastoSnacksPartido,CantidadSnacks,AltaIntencionCompra,CategoriaPrecio,FrecuenciaConsumoSnacks,SeleccionApoya,JugadoresInfluyentes,PlaneaVerMundial2026,ConQuienVePartidos,id_encuestado,id_ubicacion,id_tiempo,id_campania
199,Q25 - Q50,3,1,Premium,3 a 5 veces por semana,Brasil,Lionel Messi; Vinícius Júnior,No,Amigos,199,199,199,199
200,Q25 - Q50,3,1,Accesible,1 a 2 veces por semana,Uruguay,Lionel Messi,Sí,Familia,200,200,200,200
201,Q51 - Q100,2,1,Accesible,3 a 5 veces por semana,Brasil,Christian Pulisic; Cristiano Ronaldo; Federico Valverde,Sí,Amigos,201,201,201,201
202,Más de Q150,1,1,Moderado,Todos los días,Francia,Neymar Jr.; Lionel Messi; Cristiano Ronaldo,No,Familia,202,202,202,202
203,Q51 - Q100,3,0,Premium,1 a 2 veces por semana,Inglaterra,Lamine Yamal; Jude Bellingham,Sí,Familia,203,203,203,203
204,Q25 - Q50,3,1,Economico,1 a 2 veces por semana,España,Lionel Messi,Sí,Compañeros de trabajo,204,204,204,204
205,Q25 - Q50,2,1,Premium,3 a 5 veces por semana,Inglaterra,Vinícius Júnior; Lionel Messi; Kylian Mbappé,Sí,Familia,205,205,205,205
206,Q51 - Q100,3,0,Moderado,Todos los días,Alemania,Kylian Mbappé; Cristiano Ronaldo,Sí,Familia,206,206,206,206
207,Q51 - Q100,3,1,Moderado,Todos los días,México,Neymar Jr.; Lamine Yamal,Sí,Familia,207,207,207,207
208,Q101 - Q150,3,1,Accesible,3 a 5 veces por semana,Inglaterra,Lionel Messi,Sí,Familia,208,208,208,208
209,Q51 - Q100,1,1,Accesible,1 a 2 veces por semana,Colombia,Lionel Messi; Julián Álvarez; Lamine Yamal,Sí,Familia,209,209,209,209
210,Menos de Q25,3,0,Premium,1 a 2 veces por semana,FRANCIA,Neymar Jr.; Vinícius Júnior,Sí,Amigos,210,210,210,210
211,Más de Q150,1,1,Accesible,Varias veces al mes,España,Lionel Messi; Jude Bellingham; Lamine Yamal,Sí,Solo,211,211,211,211
212,Q25 - Q50,3,0,Accesible,3 a 5 veces por semana,Bosnia y Herzegovina,Kylian Mbappé; Lionel Messi,No,Familia,212,212,212,212
213,Más de Q150,1,1,Moderado,3 a 5 veces por semana,Alemania,Vinícius Júnior,Sí,Familia,213,213,213,213
214,Q51 - Q100,1,1,Moderado,1 a 2 veces por semana,España,Jude Bellingham,Sí,Familia,214,214,214,214
215,Q25 - Q50,2,1,Premium,1 a 2 veces por semana,México,Lionel Messi; Lamine Yamal; Christian Pulisic,Sí,Amigos,215,215,215,215
216,Q25 - Q50,3,0,Accesible,1 a 2 veces por semana,Estados Unidos,Cristiano Ronaldo; Lionel Messi; Kylian Mbappé,Sí,Familia,216,216,216,216
217,Q25 - Q50,2,0,Moderado,1 a 2 veces por semana,Brasil,Vinícius Júnior; Cristiano Ronaldo,No,Amigos,217,217,217,217
218,Q25 - Q50,1,0,Premium,Rara vez,México,Cristiano Ronaldo,Sí,Familia,218,218,218,218
219,Q101 - Q150,1,0,Moderado,Todos los días,Francia,Lionel Messi; Neymar Jr.,Sí,Amigos,219,219,219,219
220,Q25 - Q50,1,1,Accesible,Varias veces al mes,Argentina,Cristiano Ronaldo; Lionel Messi,Sí,Amigos,220,220,220,220
221,Q25 - Q50,2,1,Accesible,3 a 5 veces por semana,Argentina,Lionel Messi; Christian Pulisic; Neymar Jr.,Sí,Amigos,221,221,221,221
222,Q25 - Q50,2,1,Accesible,1 a 2 veces por semana,Argentina,Kylian Mbappé,Sí,Familia,222,222,222,222
223,Q101 - Q150,1,1,Accesible,3 a 5 veces por semana,España,Jude Bellingham; Cristiano Ronaldo,No,Amigos,223,223,223,223
224,Q25 - Q50,2,0,Super Premium,Todos los días,Argentina,Alphonso Davies; Lionel Messi,Sí,Solo,224,224,224,224
225,Menos de Q25,3,0,Moderado,1 a 2 veces por semana,Francia,Cristiano Ronaldo,Sí,Familia,225,225,225,225
226,Q51 - Q100,3,1,Moderado,3 a 5 veces por semana,BRASIL,Cristiano Ronaldo,Sí,Familia,226,226,226,226
227,Q51 - Q100,1,0,Economico,Varias veces al mes,Inglaterra,Lionel Messi; Vinícius Júnior; Christian Pulisic,Sí,Compañeros de trabajo,227,227,227,227
228,Menos de Q25,1,1,Premium,Todos los días,Brasil,Christian Pulisic; Harry Kane; Lamine Yamal,Sí,Amigos,228,228,228,228
229,Q25 - Q50,1,1,Premium,1 a 2 veces por semana,Argentina,Lamine Yamal; Cristiano Ronaldo; Vinícius Júnior,Sí,Familia,229,229,229,229
230,Q101 - Q150,2,1,Moderado,Todos los días,Argentina,Christian Pulisic; Lionel Messi,Sí,Familia,230,230,230,230
231,Q25 - Q50,3,0,Premium,Todos los días,Portugal,Christian Pulisic; Cristiano Ronaldo,Sí,Solo,231,231,231,231
232,Q25 - Q50,2,0,Super Premium,3 a 5 veces por semana,México,Jude Bellingham; Federico Valverde,Sí,Familia,232,232,232,232
233,Q25 - Q50,2,0,Moderado,Varias veces al mes,Alemania,Ninguno; Lamine Yamal; Kylian Mbappé,Sí,Familia,233,233,233,233
234,Q25 - Q50,2,1,Moderado,1 a 2 veces por semana,Portugal,Cristiano Ronaldo,Sí,Familia,234,234,234,234
235,Más de Q150,2,1,Premium,Varias veces al mes,México,Cristiano Ronaldo; Kylian Mbappé; Jude Bellingham,Sí,Amigos,235,235,235,235
236,Q51 - Q100,1,1,Economico,3 a 5 veces por semana,Francia,Neymar Jr.; Alphonso Davies,Sí,Familia,236,236,236,236
237,Q25 - Q50,2,1,Premium,Varias veces al mes,FRANCIA,Cristiano Ronaldo,Sí,Compañeros de trabajo,237,237,237,237
238,Más de Q150,3,0,Moderado,Varias veces al mes,México,Lionel Messi; Neymar Jr.,Sí,Compañeros de trabajo,238,238,238,238
239,Q51 - Q100,2,0,Accesible,Todos los días,Argentina,Vinícius Júnior; Christian Pulisic,Sí,Amigos,239,239,239,239
240,Q25 - Q50,3,1,Super Premium,3 a 5 veces por semana,Portugal,Lionel Messi; Federico Valverde,Sí,Amigos,240,240,240,240
241,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,Haití,Rodri; Christian Pulisic; Lamine Yamal,Sí,Otro,241,241,241,241
242,Menos de Q25,3,0,Moderado,Todos los días,España,Christian Pulisic,Sí,Amigos,242,242,242,242
243,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,MÉXICO,Kylian Mbappé; Federico Valverde,Sí,Familia,243,243,243,243
244,Menos de Q25,2,0,Moderado,3 a 5 veces por semana,Francia,Lionel Messi,Sí,Familia,244,244,244,244
245,Q51 - Q100,3,0,Premium,Todos los días,Alemania,Lionel Messi,Sí,Compañeros de trabajo,245,245,245,245
246,Q51 - Q100,1,1,Premium,Varias veces al mes,Portugal,Cristiano Ronaldo; Lionel Messi; Harry Kane,Sí,Familia,246,246,246,246
247,Q51 - Q100,2,0,Moderado,3 a 5 veces por semana,Argentina,Neymar Jr.,Sí,Amigos,247,247,247,247
248,Q51 - Q100,1,0,Accesible,Todos los días,Brasil,Cristiano Ronaldo; Federico Valverde,Sí,Familia,248,248,248,248
249,Menos de Q25,1,1,Premium,Varias veces al mes,Argentina,Lionel Messi,Sí,Familia,249,249,249,249
250,Más de Q150,1,0,Premium,1 a 2 veces por semana,Inglaterra,Cristiano Ronaldo; Neymar Jr.,Sí,Familia,250,250,250,250
251,Q51 - Q100,3,1,Moderado,1 a 2 veces por semana,Inglaterra,Rodri; Lionel Messi; Neymar Jr.,Sí,Familia,251,251,251,251
252,Menos de Q25,2,1,Accesible,3 a 5 veces por semana,Uruguay,Jude Bellingham; Lionel Messi; Kylian Mbappé,Sí,Amigos,252,252,252,252
253,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,España,Vinícius Júnior; Cristiano Ronaldo; Jude Bellingham,Sí,Amigos,253,253,253,253
254,Q101 - Q150,3,1,Moderado,1 a 2 veces por semana,Estados Unidos,Neymar Jr.; Lamine Yamal,Sí,Compañeros de trabajo,254,254,254,254
255,Q25 - Q50,2,0,Accesible,1 a 2 veces por semana,Brasil,Neymar Jr.,Sí,Otro,255,255,255,255
256,Menos de Q25,2,0,Super Premium,1 a 2 veces por semana,Brasil,Kylian Mbappé; Lionel Messi; Neymar Jr.,Sí,Amigos,256,256,256,256
257,Menos de Q25,3,1,Moderado,Todos los días,Argentina,Cristiano Ronaldo,Sí,Familia,257,257,257,257
258,Q25 - Q50,2,0,Moderado,3 a 5 veces por semana,Argentina,Ninguno; Lamine Yamal,Sí,Amigos,258,258,258,258
259,Q51 - Q100,3,0,Accesible,Rara vez,Irak,Lamine Yamal; Vinícius Júnior,No,Amigos,259,259,259,259
260,Q25 - Q50,1,1,Moderado,Todos los días,Francia,Vinícius Júnior; Lionel Messi,Sí,Amigos,260,260,260,260
261,Menos de Q25,2,0,Economico,1 a 2 veces por semana,Alemania,Cristiano Ronaldo; Vinícius Júnior; Neymar Jr.,No,Familia,261,261,261,261
262,Menos de Q25,3,1,Premium,Varias veces al mes,Portugal,Lionel Messi; Christian Pulisic,Sí,Familia,262,262,262,262
263,Menos de Q25,3,0,Economico,3 a 5 veces por semana,Argentina,Kylian Mbappé,Sí,Familia,263,263,263,263
264,Q101 - Q150,3,0,Premium,Todos los días,Argentina,Neymar Jr.; Christian Pulisic; Cristiano Ronaldo,No,Amigos,264,264,264,264
265,Q51 - Q100,3,1,Moderado,Rara vez,Argentina,Jude Bellingham,No,Amigos,265,265,265,265
266,Menos de Q25,3,1,Accesible,Todos los días,Egipto,Neymar Jr.,Sí,Familia,266,266,266,266
267,Q25 - Q50,3,1,Moderado,Varias veces al mes,Brasil,Jude Bellingham,Sí,Amigos,267,267,267,267
268,Q51 - Q100,1,1,Premium,3 a 5 veces por semana,FRANCIA,Neymar Jr.,Sí,Familia,268,268,268,268
269,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,México,Cristiano Ronaldo; Lionel Messi; Kylian Mbappé,Sí,Familia,269,269,269,269
270,Q25 - Q50,2,1,Accesible,1 a 2 veces por semana,Panamá,Alphonso Davies; Federico Valverde; Cristiano Ronaldo,Sí,Solo,270,270,270,270
271,Q25 - Q50,1,0,Economico,Varias veces al mes,Argentina,Lionel Messi; Neymar Jr.,No,Otro,271,271,271,271
272,Menos de Q25,2,1,Moderado,Varias veces al mes,Uruguay,Vinícius Júnior; Lamine Yamal,Sí,Compañeros de trabajo,272,272,272,272
273,Q51 - Q100,3,1,Premium,Varias veces al mes,Brasil,Cristiano Ronaldo,Sí,Otro,273,273,273,273
274,Más de Q150,3,0,Economico,Todos los días,Inglaterra,Lionel Messi; Vinícius Júnior; Jude Bellingham,Sí,Amigos,274,274,274,274
275,Q25 - Q50,3,0,Premium,Rara vez,España,Cristiano Ronaldo; Lionel Messi; Federico Valverde,Sí,Familia,275,275,275,275
276,Q51 - Q100,3,1,Premium,Varias veces al mes,BRASIL,Cristiano Ronaldo; Lionel Messi; Kylian Mbappé,No,Familia,276,276,276,276
277,Q25 - Q50,3,1,Moderado,1 a 2 veces por semana,México,Kylian Mbappé; Lionel Messi,Sí,Familia,277,277,277,277
278,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,Estados Unidos,Kylian Mbappé; Cristiano Ronaldo; Jude Bellingham,Sí,Familia,278,278,278,278
279,Q101 - Q150,2,0,Moderado,Varias veces al mes,Estados Unidos,Lionel Messi,Sí,Amigos,279,279,279,279
280,Q51 - Q100,3,0,Premium,1 a 2 veces por semana,Francia,Cristiano Ronaldo,No,Familia,280,280,280,280
281,Q25 - Q50,3,0,Premium,Rara vez,Argentina,Rodri; Cristiano Ronaldo,Sí,Familia,281,281,281,281
282,Más de Q150,3,0,Economico,Todos los días,México,Lamine Yamal; Ninguno; Vinícius Júnior,No,Compañeros de trabajo,282,282,282,282
283,Q101 - Q150,1,1,Economico,3 a 5 veces por semana,Argentina,Lionel Messi; Neymar Jr.,Sí,Familia,283,283,283,283
284,Q25 - Q50,3,0,Super Premium,Varias veces al mes,Portugal,Cristiano Ronaldo; Harry Kane,Sí,Otro,284,284,284,284
285,Q51 - Q100,1,0,Economico,Todos los días,Francia,Cristiano Ronaldo,Sí,Familia,285,285,285,285
286,Más de Q150,3,0,Accesible,Todos los días,Argentina,Alphonso Davies,Sí,Amigos,286,286,286,286
287,Q51 - Q100,3,1,Premium,3 a 5 veces por semana,México,Lionel Messi; Alphonso Davies; Lamine Yamal,Sí,Familia,287,287,287,287
288,Menos de Q25,2,1,Premium,Varias veces al mes,Inglaterra,Neymar Jr.; Vinícius Júnior,Sí,Familia,288,288,288,288
289,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,Argentina,Lionel Messi; Neymar Jr.,Sí,Familia,289,289,289,289
290,Q51 - Q100,3,1,Premium,1 a 2 veces por semana,Francia,Cristiano Ronaldo,Sí,Familia,290,290,290,290
291,Q25 - Q50,2,1,Accesible,Todos los días,Argentina,Lamine Yamal; Neymar Jr.,Sí,Amigos,291,291,291,291
1595,Q51 - Q100,2,1,Premium,Varias veces al mes,Estados Unidos,Lionel Messi; Harry Kane; Neymar Jr.,Sí,Familia,1595,1595,1595,1595
293,Q25 - Q50,3,0,Moderado,3 a 5 veces por semana,Colombia,Vinícius Júnior,Sí,Familia,293,293,293,293
294,Q51 - Q100,2,1,Moderado,Rara vez,Czechia,Vinícius Júnior,Sí,Familia,294,294,294,294
295,Q25 - Q50,1,1,Super Premium,Varias veces al mes,Brasil,Lionel Messi,Sí,Familia,295,295,295,295
296,Q25 - Q50,2,0,Accesible,Varias veces al mes,Argentina,Jude Bellingham; Cristiano Ronaldo; Lionel Messi,No,Otro,296,296,296,296
297,Q25 - Q50,3,0,Economico,1 a 2 veces por semana,Inglaterra,Cristiano Ronaldo,Sí,Solo,297,297,297,297
298,Q25 - Q50,3,1,Premium,1 a 2 veces por semana,Alemania,Cristiano Ronaldo; Ninguno,Sí,Familia,298,298,298,298
299,Más de Q150,3,1,Accesible,Todos los días,Francia,Lionel Messi,Sí,Amigos,299,299,299,299
300,Q25 - Q50,1,1,Accesible,Todos los días,Argelia,Neymar Jr.,Sí,Familia,300,300,300,300
301,Q51 - Q100,2,0,Accesible,Varias veces al mes,Argelia,Lamine Yamal,Sí,Amigos,301,301,301,301
302,Q25 - Q50,3,0,Premium,1 a 2 veces por semana,Brasil,Neymar Jr.,No,Amigos,302,302,302,302
303,Q51 - Q100,3,0,Moderado,3 a 5 veces por semana,Francia,Jude Bellingham,Sí,Amigos,303,303,303,303
304,Q25 - Q50,2,0,Moderado,3 a 5 veces por semana,Argentina,Alphonso Davies; Vinícius Júnior; Kylian Mbappé,Sí,Familia,304,304,304,304
305,Q51 - Q100,2,1,Accesible,Rara vez,México,Neymar Jr.,Sí,Solo,305,305,305,305
306,Q51 - Q100,3,1,Economico,3 a 5 veces por semana,Argentina,Harry Kane; Cristiano Ronaldo,Sí,Familia,306,306,306,306
307,Q51 - Q100,2,1,Accesible,1 a 2 veces por semana,Uruguay,Cristiano Ronaldo,No,Solo,307,307,307,307
308,Q51 - Q100,3,0,Economico,Todos los días,Uruguay,Lamine Yamal; Vinícius Júnior,Sí,Familia,308,308,308,308
309,Q51 - Q100,3,1,Premium,3 a 5 veces por semana,BRASIL,Cristiano Ronaldo; Vinícius Júnior,Sí,Amigos,309,309,309,309
310,Q101 - Q150,1,1,Moderado,Rara vez,Estados Unidos,Lionel Messi; Harry Kane,Sí,Solo,310,310,310,310
311,Menos de Q25,2,1,Accesible,1 a 2 veces por semana,Uruguay,Jude Bellingham,Sí,Amigos,311,311,311,311
312,Menos de Q25,2,0,Accesible,Varias veces al mes,México,Lionel Messi; Neymar Jr.,Sí,Familia,312,312,312,312
313,Q51 - Q100,3,0,Premium,Rara vez,Brasil,Vinícius Júnior,No,Solo,313,313,313,313
314,Q101 - Q150,3,1,Accesible,Todos los días,Francia,Neymar Jr.; Cristiano Ronaldo,Sí,Familia,314,314,314,314
315,Q51 - Q100,3,1,Moderado,3 a 5 veces por semana,Argentina,Harry Kane; Vinícius Júnior; Lamine Yamal,Sí,Amigos,315,315,315,315
316,Q25 - Q50,3,0,Moderado,Todos los días,México,Lionel Messi; Kylian Mbappé,Sí,Amigos,316,316,316,316
317,Q25 - Q50,2,1,Super Premium,Rara vez,Croacia,Lionel Messi; Kylian Mbappé,No,Amigos,317,317,317,317
318,Menos de Q25,1,1,Moderado,1 a 2 veces por semana,Alemania,Lionel Messi; Jude Bellingham; Vinícius Júnior,No,Amigos,318,318,318,318
319,Q101 - Q150,1,0,Economico,Varias veces al mes,México,Lionel Messi,Sí,Amigos,319,319,319,319
320,Q25 - Q50,3,0,Moderado,1 a 2 veces por semana,Argentina,Lionel Messi; Federico Valverde,Sí,Amigos,320,320,320,320
321,Q101 - Q150,1,0,Accesible,3 a 5 veces por semana,Francia,Lionel Messi; Cristiano Ronaldo,Sí,Amigos,321,321,321,321
322,Q101 - Q150,2,1,Moderado,3 a 5 veces por semana,Portugal,Vinícius Júnior; Ninguno; Jude Bellingham,Sí,Familia,322,322,322,322
323,Q25 - Q50,2,0,Super Premium,1 a 2 veces por semana,Argentina,Neymar Jr.; Harry Kane; Lamine Yamal,No,Solo,323,323,323,323
324,Q101 - Q150,1,1,Moderado,1 a 2 veces por semana,Brasil,Harry Kane,Sí,Amigos,324,324,324,324
325,Q51 - Q100,3,1,Moderado,3 a 5 veces por semana,Argentina,Cristiano Ronaldo; Lionel Messi,Sí,Familia,325,325,325,325
326,Q51 - Q100,3,0,Moderado,Varias veces al mes,Alemania,Vinícius Júnior; Cristiano Ronaldo; Christian Pulisic,Sí,Familia,326,326,326,326
327,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,Francia,Neymar Jr.; Julián Álvarez; Lamine Yamal,No,Solo,327,327,327,327
328,Q51 - Q100,3,1,Premium,1 a 2 veces por semana,Brasil,Lionel Messi; Federico Valverde,Sí,Familia,328,328,328,328
329,Q25 - Q50,2,1,Economico,Rara vez,Argentina,Vinícius Júnior; Harry Kane; Kylian Mbappé,Sí,Amigos,329,329,329,329
330,Menos de Q25,3,0,Premium,Rara vez,Curaçao,Kylian Mbappé; Jude Bellingham,No,Familia,330,330,330,330
331,Menos de Q25,3,0,Accesible,1 a 2 veces por semana,Portugal,Kylian Mbappé,Sí,Familia,331,331,331,331
332,Q51 - Q100,3,1,Premium,1 a 2 veces por semana,España,Lionel Messi; Cristiano Ronaldo,Sí,Familia,332,332,332,332
333,Q25 - Q50,1,1,Accesible,Varias veces al mes,México,Cristiano Ronaldo,Sí,Familia,333,333,333,333
334,Q25 - Q50,2,1,Moderado,Varias veces al mes,Francia,Vinícius Júnior; Julián Álvarez,Sí,Amigos,334,334,334,334
335,Q25 - Q50,3,1,Moderado,Todos los días,México,Lamine Yamal; Jude Bellingham,Sí,Amigos,335,335,335,335
336,Q25 - Q50,1,0,Accesible,1 a 2 veces por semana,Portugal,Lamine Yamal; Christian Pulisic,Sí,Solo,336,336,336,336
337,Q25 - Q50,1,0,Moderado,1 a 2 veces por semana,Colombia,Neymar Jr.; Lionel Messi; Kylian Mbappé,Sí,Solo,337,337,337,337
338,Q25 - Q50,1,0,Accesible,1 a 2 veces por semana,Argentina,Vinícius Júnior; Cristiano Ronaldo,Sí,Familia,338,338,338,338
339,Q25 - Q50,3,1,Moderado,Todos los días,Brasil,Cristiano Ronaldo; Julián Álvarez; Kylian Mbappé,Sí,Familia,339,339,339,339
340,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Alemania,Cristiano Ronaldo,No,Amigos,340,340,340,340
341,Más de Q150,2,1,Premium,Rara vez,Argentina,Lionel Messi; Ninguno,Sí,Compañeros de trabajo,341,341,341,341
342,Q51 - Q100,1,1,Premium,3 a 5 veces por semana,Argentina,Cristiano Ronaldo,Sí,Amigos,342,342,342,342
343,Q51 - Q100,2,1,Accesible,Todos los días,Alemania,Kylian Mbappé; Cristiano Ronaldo; Vinícius Júnior,No,Familia,343,343,343,343
344,Q51 - Q100,1,0,Moderado,Varias veces al mes,México,Kylian Mbappé,Sí,Amigos,344,344,344,344
345,Q25 - Q50,2,1,Economico,Todos los días,Brasil,Rodri; Alphonso Davies,Sí,Familia,345,345,345,345
346,Menos de Q25,3,1,Accesible,Todos los días,Inglaterra,Lionel Messi,Sí,Compañeros de trabajo,346,346,346,346
347,Menos de Q25,3,1,Moderado,Varias veces al mes,Argentina,Christian Pulisic,Sí,Familia,347,347,347,347
348,Menos de Q25,1,1,Premium,Todos los días,Estados Unidos,Cristiano Ronaldo,Sí,Familia,348,348,348,348
1960,Más de Q150,3,0,Super Premium,3 a 5 veces por semana,Brasil,Julián Álvarez,Sí,Familia,1960,1960,1960,1960
350,Q51 - Q100,3,1,Accesible,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Neymar Jr.; Lionel Messi,Sí,Amigos,350,350,350,350
351,Q51 - Q100,2,1,Moderado,1 a 2 veces por semana,Japón,Lamine Yamal; Cristiano Ronaldo; Julián Álvarez,Sí,Amigos,351,351,351,351
352,Q101 - Q150,2,0,Premium,1 a 2 veces por semana,Portugal,Alphonso Davies; Christian Pulisic; Cristiano Ronaldo,Sí,Familia,352,352,352,352
353,Q101 - Q150,2,1,Accesible,1 a 2 veces por semana,Brasil,Harry Kane; Lionel Messi; Lamine Yamal,Sí,Amigos,353,353,353,353
354,Q25 - Q50,3,1,Moderado,Todos los días,España,Cristiano Ronaldo,Sí,Familia,354,354,354,354
355,Q51 - Q100,2,1,Premium,3 a 5 veces por semana,Brasil,Neymar Jr.; Lionel Messi; Vinícius Júnior,Sí,Familia,355,355,355,355
356,Q25 - Q50,3,0,Accesible,Varias veces al mes,Brasil,Neymar Jr.; Vinícius Júnior; Cristiano Ronaldo,Sí,Familia,356,356,356,356
357,Q101 - Q150,1,1,Moderado,Varias veces al mes,España,Cristiano Ronaldo; Federico Valverde,Sí,Solo,357,357,357,357
358,Q51 - Q100,3,1,Premium,3 a 5 veces por semana,Brasil,Kylian Mbappé; Lionel Messi; Cristiano Ronaldo,Sí,Amigos,358,358,358,358
359,Más de Q150,2,1,Accesible,Todos los días,Czechia,Lionel Messi; Julián Álvarez; Cristiano Ronaldo,Sí,Amigos,359,359,359,359
360,Menos de Q25,3,0,Moderado,Varias veces al mes,España,Lionel Messi; Jude Bellingham; Vinícius Júnior,Sí,Amigos,360,360,360,360
361,Q25 - Q50,1,1,Premium,1 a 2 veces por semana,Francia,Lamine Yamal,Sí,Familia,361,361,361,361
362,Q51 - Q100,2,1,Accesible,3 a 5 veces por semana,Brasil,Vinícius Júnior; Harry Kane,Sí,Amigos,362,362,362,362
363,Menos de Q25,1,1,Accesible,3 a 5 veces por semana,Francia,Federico Valverde; Lionel Messi,Sí,Amigos,363,363,363,363
364,Q25 - Q50,2,1,Accesible,1 a 2 veces por semana,Alemania,Julián Álvarez; Lionel Messi; Vinícius Júnior,Sí,Familia,364,364,364,364
365,Q51 - Q100,3,0,Super Premium,3 a 5 veces por semana,Czechia,Federico Valverde,No,Amigos,365,365,365,365
366,Menos de Q25,2,1,Accesible,3 a 5 veces por semana,España,Kylian Mbappé; Lionel Messi; Alphonso Davies,Sí,Solo,366,366,366,366
367,Q51 - Q100,3,1,Moderado,3 a 5 veces por semana,España,Christian Pulisic; Cristiano Ronaldo; Rodri,Sí,Familia,367,367,367,367
368,Q25 - Q50,1,0,Moderado,3 a 5 veces por semana,Argentina,Kylian Mbappé,Sí,Amigos,368,368,368,368
369,Q51 - Q100,1,1,Economico,Todos los días,Alemania,Cristiano Ronaldo; Vinícius Júnior; Neymar Jr.,No,Familia,369,369,369,369
370,Q101 - Q150,1,0,Premium,1 a 2 veces por semana,Suecia,Rodri; Kylian Mbappé,Sí,Familia,370,370,370,370
371,Más de Q150,2,1,Premium,1 a 2 veces por semana,España,Vinícius Júnior; Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,371,371,371,371
372,Q51 - Q100,3,1,Moderado,1 a 2 veces por semana,Portugal,Kylian Mbappé; Ninguno; Neymar Jr.,Sí,Familia,372,372,372,372
373,Menos de Q25,3,1,Moderado,1 a 2 veces por semana,Francia,Federico Valverde; Lionel Messi; Cristiano Ronaldo,Sí,Otro,373,373,373,373
374,Q51 - Q100,2,0,Economico,Rara vez,Túnez,Federico Valverde; Neymar Jr.,Sí,Amigos,374,374,374,374
375,Q51 - Q100,3,1,Moderado,Todos los días,México,Cristiano Ronaldo,Sí,Solo,375,375,375,375
376,Q25 - Q50,2,1,Moderado,Varias veces al mes,Argentina,Lionel Messi; Alphonso Davies,Sí,Amigos,376,376,376,376
377,Q51 - Q100,3,0,Accesible,1 a 2 veces por semana,España,Lionel Messi,Sí,Amigos,377,377,377,377
378,Q101 - Q150,2,1,Accesible,1 a 2 veces por semana,Brasil,Kylian Mbappé; Lionel Messi; Alphonso Davies,No,Solo,378,378,378,378
379,Q25 - Q50,1,0,Economico,3 a 5 veces por semana,Brasil,Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,379,379,379,379
380,Q51 - Q100,1,1,Premium,Varias veces al mes,Estados Unidos,Lamine Yamal; Kylian Mbappé,Sí,Solo,380,380,380,380
381,Q51 - Q100,3,1,Premium,3 a 5 veces por semana,Panamá,Lionel Messi; Jude Bellingham,Sí,Familia,381,381,381,381
382,Q51 - Q100,1,1,Accesible,1 a 2 veces por semana,Argentina,Kylian Mbappé; Cristiano Ronaldo; Ninguno,No,Amigos,382,382,382,382
383,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,Francia,Kylian Mbappé; Alphonso Davies,Sí,Amigos,383,383,383,383
384,Q51 - Q100,1,1,Accesible,1 a 2 veces por semana,México,Cristiano Ronaldo; Alphonso Davies; Jude Bellingham,Sí,Amigos,384,384,384,384
385,Q25 - Q50,3,1,Moderado,3 a 5 veces por semana,Argentina,Lionel Messi,Sí,Amigos,385,385,385,385
386,Q51 - Q100,3,0,Accesible,Varias veces al mes,Uzbekistán,Lionel Messi; Vinícius Júnior; Alphonso Davies,Sí,Familia,386,386,386,386
387,Q25 - Q50,3,1,Economico,Todos los días,Japón,Cristiano Ronaldo; Lionel Messi; Kylian Mbappé,Sí,Amigos,387,387,387,387
388,Q51 - Q100,1,0,Accesible,3 a 5 veces por semana,Brasil,Julián Álvarez,Sí,Amigos,388,388,388,388
389,Q25 - Q50,3,0,Super Premium,Varias veces al mes,Brasil,Jude Bellingham; Rodri,Sí,Familia,389,389,389,389
